,期数,红球号码_1,红球号码_2,红球号码_3,红球号码_4,红球号码_5,红球号码_6,蓝球,快乐星期天,奖池奖金(元),一等奖_注数,一等奖_奖金(元),二等奖_注数,二等奖_奖金(元),总投注额(元),开奖日期
2069,07140,01,05,16,21,22,26,11,0,"48,688,880",4,"5,000,000",54,"153,538","143,598,644",2007-11-29
2070,07139,06,10,12,14,16,22,06,0,"49,342,984",22,"5,136,363",62,"398,223","147,362,270",2007-11-27
2071,07138,02,03,15,17,19,25,16,0,"128,761,636",0,0,85,"225,264","167,481,164",2007-11-25
2072,07137,03,07,08,18,20,22,03,0,"84,084,091",7,"5,428,571",74,"250,230","148,358,822",2007-11-22
2073,07136,01,02,18,21,25,29,14,0,"111,148,212",4,"6,500,000",26,"1,037,600","148,075,802",2007-11-20
2074,07135,01,11,16,26,31,33,16,0,"119,586,385",0,0,32,"520,476","159,526,566",2007-11-18
2075,07134,01,04,10,13,18,25,15,0,"80,724,144",1,"8,000,000",47,"204,686","141,752,438",2007-11-15
2076,07133,03,06,07,11,13,33,10,0,"63,276,884",11,"5,545,454",64,"146,497","145,163,392",2007-11-13
2077,07132,01,09,16,21,22,23,05,0,"114,258,687",0,0,33,"493,963","155,862,750",2007-11-11
2078,07131,03,05,07,16,22,27,05,0,"76,223,517",3,"6,000,000",29,"482,884","139,489,488",2007-11-08
2079,07130,03,05,09,11,27,31,04,0,"58,548,310",5,"5,600,000",98,"102,980","134,915,286",2007-11-06
2080,07129,05,07,20,21,22,30,08,0,"30,000,000",12,"5,174,527",93,"18,159","152,215,698",2007-11-04
2081,07128,09,10,19,21,27,31,05,0,"55,153,745",1,"8,000,000",45,"226,896","130,058,308",2007-11-01
2082,07127,06,09,13,16,24,28,11,0,"36,329,644",17,"5,176,470",78,"107,679","131,706,110",2007-10-30
2083,07126,09,10,19,23,26,31,09,0,"71,731,920",15,"5,600,000",124,"256,852","170,508,318",2007-10-28
2084,07125,03,05,18,20,27,33,01,0,"133,082,056",0,0,71,"209,498","137,439,952",2007-10-25
2085,07124,03,07,13,16,19,32,16,0,"98,375,173",0,0,41,"132,333","131,087,996",2007-10-23
2086,07123,01,13,15,23,28,32,02,0,"85,715,304",2,"6,500,000",19,"731,480","149,864,730",2007-10-21
2087,07122,04,07,19,24,26,32,09,0,"63,286,341",7,"5,428,571",80,"3,000","130,402,942",2007-10-18
2088,07121,03,10,21,22,27,28,06,0,"78,286,342",1,"11,000,000",28,"273,868","125,337,786",2007-10-16
2089,07120,06,07,11,12,18,25,01,0,"65,393,593",0,0,38,"399,175","136,778,106",2007-10-14
2090,07119,03,08,11,13,25,31,12,0,"30,000,000",23,"4,336,379",58,"96,366","124,850,416",2007-10-11
2091,07118,04,10,16,18,25,32,15,0,"83,695,185",5,"6,200,000",48,"337,528","124,978,730",2007-10-09
2092,07117,03,07,09,10,26,32,01,0,"101,751,738",0,0,31,"453,098","132,239,116",2007-10-07
2093,07116,03,05,07,11,17,27,13,0,"68,977,594",7,"5,857,142",85,"54,097","113,457,608",2007-10-04
2094,07115,01,05,10,16,20,26,02,0,"93,248,246",0,0,53,"179,214","108,125,704",2007-10-02
2095,07114,05,12,15,24,27,33,05,0,"71,085,396",12,"5,250,000",167,"85,934","143,109,004",2007-09-30
2096,07113,04,18,23,25,26,31,10,0,"124,934,931",1,"8,000,000",26,"920,265","124,724,404",2007-09-27
2097,07112,07,11,14,16,25,32,11,0,"119,680,548",1,"11,000,000",38,"787,142","128,550,874",2007-09-25
2098,07111,02,09,10,12,13,17,11,0,"111,861,375",0,0,20,"1,300,881","136,651,412",2007-09-23
2099,07110,02,04,07,15,24,28,03,0,"100,710,964",4,"5,750,000",41,"537,061","119,714,108",2007-09-20
2100,07109,01,04,07,08,13,14,04,0,"111,274,026",2,"6,500,000",50,"236,126","117,653,172",2007-09-18
2101,07108,03,07,12,13,20,33,02,0,"93,725,910",3,"6,000,000",77,"152,404","136,419,830",2007-09-16
2102,07107,02,08,09,18,24,28,10,0,"81,343,980",6,"5,500,000",38,"458,107","118,762,906",2007-09-13
2103,07106,12,18,21,24,25,29,08,0,"103,883,381",1,"8,000,000",20,"449,537","113,328,304",2007-09-11
2104,07105,02,07,10,17,23,29,14,0,"87,904,974",6,"5,500,000",111,"118,271","134,273,360",2007-09-09
2105,07104,02,08,12,14,20,32,04,0,"87,272,631",3,"5,000,000",30,"143,346","108,150,420",2007-09-06
2106,07103,07,09,25,27,30,32,01,0,"92,238,351",0,0,26,"231,424","102,844,920",2007-09-04
2107,07102,04,06,08,18,20,33,11,13,"78,198,594",2,"5,000,000",27,"357,551","119,528,600",2007-09-02
2108,07101,15,16,18,21,22,30,14,0,"65,672,848",2,"5,000,000",19,"395,654","103,261,246",2007-08-30
2109,07100,08,18,27,29,30,32,06,0,"58,132,155",5,"5,000,000",43,"155,404","100,804,514",2007-08-28
2110,07099,03,04,14,27,31,33,05,10,"47,539,875",5,"5,000,000",61,"107,731","115,727,006",2007-08-26
2111,07098,02,03,05,11,19,20,12,0,"57,206,046",3,"5,000,000",45,"133,942","103,284,906",2007-08-23
2112,07097,04,08,13,18,26,30,11,0,"58,142,076",12,"5,000,000",48,"3,000","99,828,090",2007-08-21
2113,07096,09,10,20,22,30,32,08,02,"88,142,080",2,"5,000,000",31,"130,944","116,298,698",2007-08-19
2114,07095,01,06,08,18,29,32,07,0,"88,670,436",4,"5,000,000",54,"355,094","101,322,650",2007-08-16
2115,07094,03,05,18,19,24,32,02,0,"100,452,531",3,"5,000,000",41,"260,788","100,279,716",2007-08-14
2116,07093,05,10,13,15,19,29,02,15,"90,503,771",1,"5,000,000",142,"74,077","115,267,274",2007-08-12
2117,07092,14,18,22,23,24,33,09,0,"70,959,546",1,"5,000,000",33,"202,684","100,547,190",2007-08-09
2118,07091,02,11,17,30,31,32,07,0,"60,352,834",2,"5,000,000",25,"131,448","98,640,430",2007-08-07
2119,07090,05,11,13,27,30,31,02,10,"62,685,021",1,"5,000,000",49,"170,474","114,857,394",2007-08-05
2120,07089,03,07,08,15,19,28,03,0,"48,194,132",11,"5,000,000",102,"29,588","99,074,148",2007-08-02
2121,07088,02,04,10,28,29,33,06,0,"66,151,984",1,"5,000,000",22,"181,737","97,931,132",2007-07-31
2122,07087,01,03,04,05,08,21,09,04,"61,822,770",1,"5,000,000",34,"126,630","115,648,010",2007-07-29
2123,07086,05,08,14,22,27,29,16,0,"56,776,770",3,"5,000,000",67,"128,618","102,347,618",2007-07-26
2124,07085,02,12,17,19,29,30,12,0,"51,669,400",4,"5,000,000",48,"82,188","101,375,038",2007-07-24
2125,07084,06,10,12,14,20,27,10,03,"52,464,240",4,"5,000,000",29,"39,972","117,091,964",2007-07-22
2126,07083,11,14,18,20,21,26,05,0,"49,759,465",5,"5,000,000",37,"130,511","100,264,804",2007-07-19
2127,07082,05,15,17,18,25,32,15,0,"63,491,988",7,"5,000,000",46,"50,719","101,473,624",2007-07-17
2128,07081,09,14,15,19,24,33,13,16,"93,048,135",5,"5,000,000",58,"153,855","120,651,274",2007-07-15
2129,07080,01,08,16,18,19,29,04,0,"97,226,409",7,"5,000,000",125,"122,770","105,252,328",2007-07-12
2130,07079,03,04,14,20,21,25,14,0,"125,649,416",1,"5,000,000",41,"520,603","103,249,956",2007-07-10
2131,07078,04,06,07,23,25,32,01,13,"121,501,677",3,"5,000,000",23,"1,180,581","121,749,606",2007-07-08
2132,07077,06,08,14,21,28,29,02,0,"124,864,516",2,"5,000,000",68,"406,934","107,569,632",2007-07-05
2133,07076,06,12,15,16,20,31,02,0,"123,005,273",0,0,29,"915,367","106,329,426",2007-07-03
2134,07075,13,16,17,22,30,32,03,02,"111,628,560",2,"5,000,000",34,"405,157","125,477,334",2007-07-01
2135,07074,08,13,15,25,27,28,03,0,"89,486,080",5,"5,000,000",47,"134,179","108,638,452",2007-06-28
2136,07073,05,09,11,19,28,31,02,0,"99,771,100",4,"5,000,000",55,"170,097","109,359,702",2007-06-26
2137,07072,02,04,08,13,14,33,16,14,"97,941,980",5,"5,000,000",40,"309,521","131,085,768",2007-06-24
2138,07071,01,06,14,21,30,31,09,0,"94,053,292",4,"5,000,000",37,"458,628","116,647,272",2007-06-21
2139,07070,06,08,15,17,18,30,12,0,"106,780,760",4,"5,000,000",54,"216,939","114,811,644",2007-06-19
2140,07069,03,04,11,12,14,32,12,06,"99,446,444",4,"5,000,000",17,"1,608,504","137,143,568",2007-06-17
2141,07068,11,18,19,22,23,28,01,0,"107,727,339",1,"5,000,000",24,"917,601","109,334,584",2007-06-14
2142,07067,06,11,13,17,21,23,11,0,"103,289,153",1,"5,000,000",27,"180,464","106,213,796",2007-06-12
2143,07066,05,11,16,24,32,33,08,09,"96,919,886",1,"5,000,000",49,"162,504","122,787,844",2007-06-10
2144,07065,04,07,19,21,25,31,07,0,"83,340,246",6,"5,000,000",69,"111,732","106,720,024",2007-06-07
2145,07064,02,06,09,16,21,23,16,0,"110,036,169",1,"5,000,000",23,"832,290","107,504,678",2007-06-05
2146,07063,10,15,17,24,26,28,12,04,"106,832,163",3,"5,000,000",48,"336,876","124,445,210",2007-06-03
2147,07062,08,17,20,29,30,33,09,0,"114,902,128",2,"5,000,000",30,"645,101","106,979,026",2007-05-31
2148,07061,01,06,07,11,20,23,05,0,"116,607,972",0,0,25,"1,100,484","107,509,478",2007-05-29
2149,07060,01,02,08,16,19,29,05,06,"104,817,064",1,"5,000,000",42,"504,606","122,877,416",2007-05-27
2150,07059,01,03,04,06,07,29,14,0,"100,734,154",0,0,12,"682,067","107,668,468",2007-05-24
2151,07058,07,08,10,13,25,27,07,0,"81,636,258",6,"5,000,000",85,"66,899","106,118,326",2007-05-22
2152,07057,05,11,18,19,20,21,09,03,"98,367,957",3,"5,000,000",27,"207,459","125,193,540",2007-05-20
2153,07056,14,17,21,29,31,32,12,0,"110,967,359",1,"5,000,000",26,"755,103","111,070,368",2007-05-17
2154,07055,02,06,11,22,28,29,02,0,"107,553,346",2,"5,000,000",66,"151,514","109,364,728",2007-05-15
2155,07054,01,03,16,18,23,28,05,03,"94,220,186",1,"5,000,000",35,"258,619","126,641,628",2007-05-13
2156,07053,10,13,16,17,18,27,11,0,"78,099,634",2,"5,000,000",19,"257,540","109,175,190",2007-05-10
2157,07052,02,03,07,08,26,29,07,0,"76,681,988",2,"5,000,000",25,"3,000","107,460,952",2007-05-08
2158,07051,03,14,16,26,27,33,13,"08,11,14","86,681,988",6,"5,000,000",30,"700,308","128,364,720",2007-05-06
2159,07050,01,05,08,13,18,25,02,"04,12,16","107,678,022",3,"5,000,000",87,"283,895","105,495,070",2007-05-03
2160,07049,04,14,18,19,31,33,02,"10,13,14","112,092,768",2,"5,000,000",39,"266,617","109,032,730",2007-05-01
2161,07048,02,11,12,15,17,28,12,03,"97,830,540",5,"5,000,000",56,"514,587","136,379,094",2007-04-29
2162,07047,02,04,16,18,23,30,06,0,"110,480,448",3,"5,000,000",57,"423,890","119,916,622",2007-04-26
2163,07046,02,06,07,09,19,26,14,0,"115,125,408",4,"5,000,000",54,"418,909","119,427,296",2007-04-24
2164,07045,01,12,18,21,28,30,10,05,"125,430,648",2,"5,000,000",71,"342,722","136,615,924",2007-04-22
2165,07044,09,13,20,21,24,32,08,0,"125,002,097",1,"5,000,000",47,"595,146","124,340,438",2007-04-19
2166,07043,03,08,10,11,14,30,05,0,"118,014,140",4,"5,000,000",39,"442,055","122,386,058",2007-04-17
2167,07042,03,13,16,19,32,33,08,04,"130,625,495",0,0,27,"512,540","142,691,830",2007-04-15
2168,07041,01,03,09,11,26,31,12,0,"124,694,666",1,"5,000,000",47,"357,548","121,205,882",2007-04-12
2169,07040,13,14,15,19,24,30,10,0,"122,492,627",0,0,45,"225,097","118,331,436",2007-04-10
2170,07039,06,07,19,24,27,29,01,05,"98,857,405",5,"5,000,000",82,"365,276","143,011,060",2007-04-08
2171,07038,03,11,14,19,21,30,05,0,"111,020,550",3,"5,000,000",26,"542,876","119,984,574",2007-04-05
2172,07037,10,11,16,23,31,33,16,0,"119,971,358",0,0,12,"2,560,488","116,812,284",2007-04-03
2173,07036,03,14,21,23,30,31,10,11,"106,803,130",1,"5,000,000",18,"1,503,449","134,541,242",2007-04-01
2174,07035,01,04,08,12,29,31,06,0,"100,205,090",2,"5,000,000",15,"644,973","114,653,702",2007-03-29
2175,07034,02,09,12,14,23,25,16,0,"87,631,008",0,0,61,"203,755","114,516,916",2007-03-27
2176,07033,03,04,11,17,18,28,09,15,"58,629,880",8,"5,000,000",103,"63,259","134,912,082",2007-03-25
2177,07032,04,08,16,24,30,32,16,0,"83,426,623",7,"5,000,000",50,"547,154","119,343,222",2007-03-22
2178,07031,04,06,10,12,19,31,01,0,"106,701,892",2,"5,000,000",41,"523,185","117,363,182",2007-03-20
2179,07030,03,16,21,22,27,30,04,02,"107,508,776",2,"5,000,000",51,"532,195","133,913,730",2007-03-18
2180,07029,06,08,09,11,19,21,10,0,"105,876,498",2,"5,000,000",64,"163,953","113,666,804",2007-03-15
2181,07028,03,08,13,20,29,30,11,0,"91,392,725",5,"5,000,000",69,"401,850","116,965,154",2007-03-13
2182,07027,02,03,09,22,24,27,11,13,"104,509,442",0,0,25,"384,335","128,748,636",2007-03-11
2183,07026,01,04,14,16,26,29,10,0,"82,089,880",2,"5,000,000",51,"190,431","109,462,504",2007-03-08
2184,07025,03,16,18,22,23,26,03,0,"69,428,520",5,"5,000,000",50,"60,274","104,560,512",2007-03-06
2185,07024,08,09,17,25,27,32,06,15,"87,396,552",3,"5,000,000",52,"160,316","121,542,842",2007-03-04
2186,07023,03,07,13,17,32,33,02,"10,13,16","82,944,858",1,"5,000,000",38,"249,351","112,284,838",2007-03-01
2187,07022,02,04,07,10,18,27,10,"08,12,14","65,835,680",8,"5,000,000",52,"75,427","107,756,880",2007-02-27
2188,07021,03,06,09,11,25,31,13,"05,09,16","96,683,828",4,"5,000,000",30,"702,017","113,756,430",2007-02-25
2189,07020,05,10,16,20,28,31,14,"03,10,11","107,657,897",1,"5,000,000",86,"158,412","126,700,040",2007-02-15
2190,07019,04,11,16,23,29,31,14,"02,12,16","80,869,806",3,"5,000,000",210,"42,416","115,956,594",2007-02-13
2191,07018,01,12,18,20,21,26,11,"02,10,13","75,085,794",7,"5,000,000",77,"75,628","133,609,680",2007-02-11
2192,07017,05,09,10,24,25,32,14,0,"96,497,853",3,"5,000,000",46,"204,843","114,012,860",2007-02-08
2193,07016,01,18,20,22,26,33,05,0,"89,511,352",8,"5,000,000",35,"606,616","116,998,640",2007-02-06
2194,07015,03,04,08,18,22,30,15,11,"120,412,106",2,"5,000,000",72,"402,014","139,341,652",2007-02-04
2195,07014,01,13,16,20,24,26,09,0,"118,007,099",2,"5,000,000",33,"3,000","115,219,742",2007-02-01
2196,07013,05,15,18,27,29,32,05,0,"128,007,099",1,"5,000,000",45,"503,340","115,053,692",2007-01-30
2197,07012,03,05,07,21,26,28,04,16,"123,299,827",1,"5,000,000",26,"1,008,596","134,084,158",2007-01-28
2198,07011,03,10,15,25,28,33,16,0,"117,061,179",1,"5,000,000",24,"448,604","115,841,486",2007-01-25
2199,07010,03,08,14,17,30,32,05,0,"96,939,315",3,"5,000,000",37,"473,881","115,335,536",2007-01-23
2200,07009,02,04,14,15,25,27,15,14,"104,424,915",3,"5,000,000",78,"335,629","132,693,662",2007-01-21
2201,07008,01,04,05,18,19,25,10,0,"108,205,308",2,"5,000,000",38,"277,235","116,492,752",2007-01-18
2202,07007,04,12,15,17,22,32,14,0,"93,623,739",3,"5,000,000",31,"285,097","111,917,406",2007-01-16
2203,07006,06,10,14,22,26,27,11,06,"88,001,697",7,"5,000,000",82,"225,684","130,460,716",2007-01-14
2204,07005,01,05,06,16,24,30,12,0,"115,070,485",1,"5,000,000",28,"749,879","113,427,606",2007-01-11
2205,07004,03,07,10,13,25,33,10,0,"111,071,937",3,"5,000,000",38,"492,547","109,946,044",2007-01-09
2206,07003,05,09,11,12,22,27,15,"09,14,16","118,050,456",2,"5,000,000",98,"290,628","129,783,464",2007-01-07
2207,07002,05,06,14,20,21,22,01,"04,14,15","115,844,064",1,"5,000,000",45,"597,946","112,130,528",2007-01-04
2208,07001,02,04,09,10,20,26,14,"04,12,15","109,312,240",1,"5,000,000",40,"177,955","107,551,896",2007-01-02
2209,06154,07,14,18,20,30,33,13,01,"97,703,100",4,"5,000,000",34,"266,652","141,112,320",2006-12-31
2210,06153,01,07,11,20,30,33,10,0,"96,548,648",2,"5,000,000",26,"301,012","116,654,792",2006-12-28
2211,06152,01,14,20,25,27,31,15,0,"103,194,508",2,"5,000,000",29,"1,041,182","119,601,334",2006-12-26
2212,06151,01,03,04,06,16,22,08,14,"100,254,102",3,"5,000,000",29,"615,107","138,410,226",2006-12-24
2213,06150,08,09,12,18,25,27,12,0,"107,609,196",3,"5,000,000",84,"139,737","115,993,740",2006-12-21
2214,06149,02,03,05,11,15,32,15,0,"117,578,658",3,"5,000,000",34,"707,455","115,306,168",2006-12-19
2215,06148,04,08,12,13,23,29,01,13,"122,270,018",2,"5,000,000",64,"217,466","132,637,320",2006-12-17
2216,06147,01,04,15,17,27,31,01,0,"99,795,009",3,"5,000,000",62,"370,362","116,514,674",2006-12-14
2217,06146,03,09,13,23,28,30,05,0,"104,953,950",3,"5,000,000",62,"320,250","115,654,738",2006-12-12
2218,06145,02,07,23,26,28,31,07,06,"111,444,436",2,"5,000,000",33,"482,201","132,458,778",2006-12-10
2219,06144,04,10,13,16,22,29,06,0,"114,624,730",0,0,29,"680,134","114,335,670",2006-12-07
2220,06143,01,15,20,29,31,32,08,0,"106,171,634",1,"5,000,000",19,"485,697","112,319,084",2006-12-05
2221,06142,10,16,19,22,26,27,16,04,"89,639,025",5,"5,000,000",50,"203,586","129,524,666",2006-12-03
2222,06141,16,18,22,23,25,31,11,0,"90,887,284",4,"5,000,000",18,"370,644","113,085,938",2006-11-30
2223,06140,01,08,11,18,19,23,05,0,"95,320,228",4,"5,000,000",46,"266,864","113,078,350",2006-11-28
2224,06139,07,08,14,21,23,25,05,08,"86,676,824",1,"5,000,000",62,"196,882","131,547,148",2006-11-26
2225,06138,04,09,11,17,18,26,08,0,"63,194,512",8,"5,000,000",65,"67,243","117,330,686",2006-11-23
2226,06137,10,14,17,21,27,31,09,0,"101,321,304",7,"5,000,000",31,"311,918","114,978,368",2006-11-21
2227,06136,11,15,17,21,22,24,05,14,"132,177,251",1,"5,000,000",33,"818,438","134,814,524",2006-11-19
2228,06135,04,19,21,22,23,31,04,0,"125,602,187",1,"5,000,000",11,"1,716,242","117,256,018",2006-11-16
2229,06134,10,13,18,26,28,30,12,0,"122,511,330",3,"5,000,000",26,"873,091","117,122,256",2006-11-14
2230,06133,04,06,20,25,29,31,03,01,"127,782,601",0,"5,000,000",29,"818,588","132,260,424",2006-11-12
2231,06132,06,14,22,26,30,33,01,0,"117,608,722",0,"5,000,000",19,"1,622,556","112,975,272",2006-11-09
2232,06131,03,04,09,22,26,33,01,0,"104,396,474",0,"5,000,000",30,"405,028","109,252,010",2006-11-07
2233,06130,01,12,21,22,30,32,02,04,"76,044,452",2,"5,000,000",36,"359,427","127,450,422",2006-11-05
2234,06129,09,14,18,22,27,29,12,0,"55,852,518",18,"5,000,000",192,"26,041","114,763,814",2006-11-02
2235,06128,04,15,21,30,31,33,05,0,"113,709,638",2,"5,000,000",27,"796,808","112,378,664",2006-10-31
2236,06127,03,04,11,17,19,30,01,04,"114,489,426",1,"5,000,000",68,"438,646","132,007,038",2006-10-29
2237,06126,02,08,13,16,24,33,09,0,"106,706,025",5,"5,000,000",32,"482,761","112,001,142",2006-10-26
2238,06125,15,19,23,30,32,33,06,0,"125,085,299",0,"5,000,000",23,"490,879","108,541,420",2006-10-24
2239,06124,12,13,14,18,31,32,13,12,"98,741,457",3,"5,000,000",33,"297,035","126,512,484",2006-10-22
2240,06123,02,03,20,25,28,32,06,0,"90,869,747",0,"5,000,000",29,"367,862","109,186,124",2006-10-19
2241,06122,04,05,06,08,22,24,03,0,"65,977,722",6,"5,000,000",26,"237,450","106,944,306",2006-10-17
2242,06121,03,04,06,27,31,33,06,14,"81,572,370",0,"5,000,000",20,"476,445","121,563,190",2006-10-15
2243,06120,06,08,14,15,24,33,09,0,"59,338,240",16,"5,000,000",45,"535,799","106,800,148",2006-10-12
2244,06119,01,02,14,20,27,30,02,0,"109,004,982",3,"5,000,000",18,"1,231,277","104,253,630",2006-10-10
2245,06118,01,03,07,08,10,30,05,09,"114,506,559",1,"5,000,000",38,"596,583","120,456,838",2006-10-08
2246,06117,06,14,20,22,23,26,09,"14,15,16","109,790,770",0,0,27,"405,065","102,567,054",2006-10-05
2247,06116,05,16,21,22,32,33,09,"03,05,14","84,271,636",4,"5,000,000",19,"361,855","98,613,202",2006-10-03
2248,06115,01,10,20,26,28,29,15,"07,08,14","88,229,360",8,"5,000,000",26,"1,028,289","124,883,314",2006-10-01
2249,06114,08,10,14,20,27,29,16,0,"116,771,282",2,"5,000,000",38,"692,343","108,934,344",2006-09-28
2250,06113,05,14,17,18,28,33,02,0,"115,495,976",4,"5,000,000",43,"394,984","107,572,058",2006-09-26
2251,06112,04,09,13,15,31,33,11,16,"128,216,984",2,"5,000,000",24,"980,404","125,399,344",2006-09-24
2252,06111,01,08,11,16,17,22,15,0,"128,132,828",2,"5,000,000",57,"182,723","108,913,454",2006-09-21
2253,06110,09,12,14,18,27,33,13,0,"133,669,148",0,"5,000,000",37,"773,666","109,867,074",2006-09-19
2254,06109,01,05,17,18,23,26,13,06,"121,401,005",1,"5,000,000",55,"370,962","126,119,150",2006-09-17
2255,06108,02,06,08,20,24,30,09,0,"117,656,898",6,"5,000,000",39,"277,380","109,119,888",2006-09-14
2256,06107,01,06,08,13,17,30,07,0,"143,020,688",4,"5,000,000",52,"154,753","104,721,686",2006-09-12
2257,06106,02,12,14,19,28,33,10,15,"159,571,905",3,"5,000,000",43,"557,517","125,436,850",2006-09-10
2258,06105,05,12,14,15,20,31,01,0,"164,297,659",0,"5,000,000",24,"1,014,084","107,101,384",2006-09-07
2259,06104,03,07,22,27,28,31,11,0,"153,867,079",1,"5,000,000",27,"874,675","103,600,434",2006-09-05
2260,06103,12,14,15,25,28,31,06,12,"148,745,838",1,"5,000,000",33,"575,983","121,181,078",2006-09-03
2261,06102,01,04,13,19,20,24,11,0,"145,599,783",0,"5,000,000",29,"518,500","101,870,248",2006-08-31
2262,06101,09,12,20,26,27,28,16,0,"139,155,564",3,"5,000,000",34,"758,071","103,642,530",2006-08-29
2263,06100,01,11,18,26,30,32,03,16,"142,398,104",0,"5,000,000",26,"584,046","121,377,382",2006-08-27
2264,06099,09,12,18,23,24,27,05,0,"136,601,442",3,"5,000,000",37,"482,798","104,632,276",2006-08-24
2265,06098,06,07,10,11,18,23,16,0,"143,945,640",2,"5,000,000",49,"549,882","106,596,798",2006-08-22
2266,06097,11,14,15,20,26,27,12,02,"142,398,104",0,"5,000,000",36,"572,103","121,243,358",2006-08-20
2267,06096,01,05,09,13,18,33,14,0,"133,571,360",0,"5,000,000",92,"267,777","104,405,910",2006-08-17
2268,06095,01,03,17,20,21,29,16,0,"123,013,291",0,0,22,"864,569","102,008,350",2006-08-15
2269,06094,15,16,17,18,24,33,13,05,"114,861,640",1,"5,000,000",22,"811,407","118,981,520",2006-08-13
2270,06093,02,12,16,18,19,23,05,0,"112,211,224",0,"5,000,000",27,"887,535","103,069,550",2006-08-10
2271,06092,02,08,11,16,20,21,14,0,"101,941,173",1,"5,000,000",27,"258,645","100,741,394",2006-08-08
2272,06091,07,08,12,21,22,24,07,11,"90,646,515",1,"5,000,000",45,"132,297","117,308,110",2006-08-06
2273,06090,02,11,15,20,23,29,11,0,"81,755,244",3,"5,000,000",59,"76,048","96,271,594",2006-08-03
2274,06089,01,13,16,18,19,22,01,0,"86,285,876",2,"5,000,000",32,"334,131","94,591,130",2006-08-01
2275,06088,03,11,20,24,25,26,01,08,"71,337,415",5,"5,000,000",27,"440,665","114,786,458",2006-07-30
2276,06087,04,05,08,09,12,30,05,0,"68,575,468",2,"5,000,000",32,"168,530","100,404,616",2006-07-27
2277,06086,04,06,10,24,26,31,06,0,"65,991,876",3,"5,000,000",43,"143,785","100,268,238",2006-07-25
2278,06085,02,06,18,21,24,25,08,14,"66,565,353",3,"5,000,000",30,"206,442","113,841,824",2006-07-23
2279,06084,01,12,17,21,25,28,12,0,"67,114,345",5,"5,000,000",24,"336,630","95,796,786",2006-07-21
2280,06083,07,09,18,19,26,29,10,0,"73,263,015",7,"5,000,000",66,"117,378","94,698,606",2006-07-18
2281,06082,03,13,15,23,28,29,09,02,"90,186,744",8,"5,000,000",86,"268,455","110,771,614",2006-07-16
2282,06081,14,16,18,21,22,32,04,0,"120,292,242",1,"5,000,000",31,"675,680","94,879,564",2006-07-13
2283,06080,15,17,20,22,26,29,09,0,"116,315,344",1,"5,000,000",8,"1,186,155","95,689,488",2006-07-11
2284,06079,06,11,13,17,20,32,08,10,"99,173,775",3,"5,000,000",53,"335,220","113,367,343",2006-07-09
2285,06078,03,05,17,22,31,33,12,0,"106,559,472",2,"5,000,000",45,"175,213","96,331,128",2006-07-06
2286,06077,08,09,12,13,19,33,09,0,"98,162,082",0,"5,000,000",21,"126,635","95,566,810",2006-07-04
2287,06076,04,10,17,21,29,32,14,08,"91,956,935",7,"5,000,000",48,"311,573","111,315,098",2006-07-02
2288,06075,10,21,22,23,25,33,11,0,"120,547,424",1,"5,000,000",18,"617,881","98,135,212",2006-06-29
2289,06074,01,03,15,19,25,33,04,0,"120,780,908",0,"5,000,000",22,"947,798","97,994,678",2006-06-27
2290,06073,05,13,16,18,27,29,12,06,"111,844,608",4,"5,000,000",74,"239,569","113,616,244",2006-06-25
2291,06072,02,03,05,20,21,24,08,0,"124,246,824",0,"5,000,000",14,"1,392,994","97,222,706",2006-06-22
2292,06071,05,11,12,19,29,31,01,0,"115,888,856",2,"5,000,000",46,"492,513","98,069,610",2006-06-20
2293,06070,02,03,11,13,20,27,02,13,"116,179,310",2,"5,000,000",49,"500,622","117,810,232",2006-06-18
2294,06069,05,16,20,22,29,30,08,0,"115,666,244",1,"5,000,000",18,"915,305","103,486,846",2006-06-15
2295,06068,03,07,10,14,30,33,10,0,"113,605,314",2,"5,000,000",40,"405,240","101,776,294",2006-06-13
2296,06067,07,08,11,16,17,24,13,10,"116,658,336",0,"5,000,000",36,"767,837","119,304,720",2006-06-11
2297,06066,06,08,11,18,30,33,05,0,"104,811,700",1,"5,000,000",22,"910,445","105,113,854",2006-06-08
2298,06065,04,08,17,28,29,30,13,0,"101,227,502",2,"5,000,000",39,"185,992","105,179,330",2006-06-06
2299,06064,03,12,14,21,24,28,11,14,"94,302,188",4,"5,000,000",76,"235,189","120,208,036",2006-06-04
2300,06063,04,05,15,21,23,24,08,0,"106,641,730",2,"5,000,000",18,"1,163,529","101,449,632",2006-06-01
2301,06062,18,22,23,24,26,30,01,0,"107,665,930",0,"5,000,000",16,"1,092,218","103,173,418",2006-05-30
2302,06061,05,13,17,19,25,30,11,08,"100,176,429",3,"5,000,000",45,"590,525","119,567,188",2006-05-28
2303,06060,05,15,19,23,30,32,14,0,"103,787,721",1,"5,000,000",33,"349,952","103,935,570",2006-05-25
2304,06059,05,10,15,17,27,29,11,0,"81,841,407",3,"5,000,000",60,"112,186","100,396,304",2006-05-23
2305,06058,01,12,22,23,24,25,14,10,"81,135,276",2,"5,000,000",50,"179,208","116,033,720",2006-05-21
2306,06057,03,04,17,18,21,31,08,0,"70,227,630",3,"5,000,000",30,"349,585","99,929,702",2006-05-18
2307,06056,11,13,15,21,23,25,08,0,"60,756,660",10,"5,000,000",76,"98,163","103,929,956",2006-05-16
