,期数,红球号码_1,红球号码_2,红球号码_3,红球号码_4,红球号码_5,红球号码_6,蓝球,快乐星期天,奖池奖金(元),一等奖_注数,一等奖_奖金(元),二等奖_注数,二等奖_奖金(元),总投注额(元),开奖日期
245,19123,02,06,08,17,28,30,06,,"1,067,428,638",19,"5,596,004",366,"38,675","360,609,038",2019-10-27
246,19122,04,10,15,19,21,23,02,,"1,131,287,397",4,"10,000,000",117,"226,282","334,989,390",2019-10-24
247,19121,02,06,15,21,30,31,02,,"1,091,862,134",15,"6,185,649",138,"161,093","334,748,934",2019-10-22
248,19120,10,12,27,31,32,33,03,,"1,117,954,087",5,"8,898,140",85,"286,627","361,613,906",2019-10-20
249,19119,04,20,22,24,26,33,07,,"1,089,354,655",9,"6,158,337",73,"178,510","332,545,590",2019-10-17
250,19118,12,14,15,25,28,31,04,,"1,105,685,807",6,"8,013,754",142,"159,177","329,400,746",2019-10-15
251,19117,03,05,11,28,32,33,01,,"1,085,958,852",5,"9,637,937",135,"214,719","358,734,764",2019-10-13
252,19116,01,08,09,13,16,33,01,,"1,047,187,205",7,"8,062,689",146,"183,551","336,502,106",2019-10-10
253,19115,04,10,11,14,15,29,05,,"1,023,230,427",8,"7,126,357",137,"155,208","354,033,692",2019-10-08
254,19114,02,04,09,11,12,30,01,,"1,016,450,569",4,"10,000,000",180,"167,444","372,847,052",2019-09-29
255,19113,01,05,19,21,25,33,15,,"966,030,310",5,"8,717,723",118,"196,913","339,648,916",2019-09-26
256,19112,03,12,14,17,23,27,01,,"939,911,612",6,"8,762,335",173,"163,107","335,430,712",2019-09-24
257,19111,07,18,20,22,24,33,01,,"907,833,069",6,"9,138,179",82,"378,492","371,095,278",2019-09-22
258,19110,01,18,22,26,27,28,08,,"869,553,104",8,"7,132,577",89,"239,615","345,297,696",2019-09-19
259,19109,03,06,07,17,28,31,10,,"862,636,404",5,"8,306,978",218,"94,810","339,057,352",2019-09-17
260,19108,07,13,19,22,25,32,13,,"842,165,456",13,"6,413,151",110,"208,761","361,553,454",2019-09-15
261,19107,02,06,08,23,27,32,02,,"856,645,293",2,"10,000,000",54,"475,645","326,852,234",2019-09-12
262,19106,02,14,22,27,30,33,14,,"799,590,658",3,"10,000,000",65,"385,201","330,410,652",2019-09-10
263,19105,02,13,15,17,26,33,01,,"754,476,375",6,"8,463,242",85,"305,580","365,092,568",2019-09-08
264,19104,01,05,16,17,18,24,10,,"727,332,881",7,"6,848,206",120,"134,765","336,503,558",2019-09-05
265,19103,04,12,14,21,27,29,12,,"726,754,909",2,"10,000,000",101,"268,873","334,444,954",2019-09-03
266,19102,03,08,12,16,20,32,12,,"665,286,304",18,"5,786,187",198,"89,339","365,310,214",2019-09-01
267,19101,01,04,09,21,31,33,05,,"716,370,043",4,"6,477,614",77,"95,948","336,008,906",2019-08-29
268,19100,01,04,12,13,30,32,08,,"720,116,287",2,"10,000,000",60,"404,624","334,319,180",2019-08-27
269,19099,07,14,22,23,27,30,08,,"667,283,924",26,"5,524,776",185,"92,190","355,328,056",2019-08-25
270,19098,03,11,12,14,17,26,09,,"759,762,439",4,"9,535,306",136,"166,739","334,187,522",2019-08-22
271,19097,03,05,18,24,25,31,09,,"729,874,065",5,"7,465,772",98,"157,255","328,319,954",2019-08-20
272,19096,05,07,12,18,27,32,11,,"720,969,696",48,"5,399,584",310,"77,338","355,103,324",2019-08-18
273,19095,02,05,14,19,21,28,01,,"908,224,516",3,"10,000,000",95,"236,670","327,102,912",2019-08-15
274,19094,05,10,12,18,19,27,06,,"870,773,310",8,"6,822,140",301,"60,536","318,739,184",2019-08-13
275,19093,05,07,08,09,20,22,02,,"870,686,214",27,"5,590,139",629,"31,664","343,851,622",2019-08-11
276,19092,09,17,27,28,32,33,08,,"961,868,391",6,"6,573,767",67,"176,168","325,113,036",2019-08-08
277,19091,07,10,21,24,29,32,11,,"965,901,226",2,"10,000,000",94,"260,518","321,773,688",2019-08-06
278,19090,02,03,06,08,14,22,04,,"912,434,874",2,"10,000,000",93,"289,490","355,808,718",2019-08-04
279,19089,02,04,14,16,20,22,11,,"851,666,935",7,"6,961,515",104,"165,031","321,183,320",2019-08-01
280,19088,13,14,15,21,23,29,13,,"848,907,760",18,"5,697,370",77,"203,777","320,442,344",2019-07-30
281,19087,04,05,07,09,21,30,04,,"904,387,916",5,"9,423,734",99,"279,276","348,495,228",2019-07-28
282,19086,16,22,24,26,28,31,06,,"868,561,562",11,"6,364,807",120,"156,384","318,423,888",2019-07-25
283,19085,01,04,14,18,24,29,04,,"882,276,151",12,"6,519,571",61,"373,665","322,387,974",2019-07-23
284,19084,04,08,14,18,20,27,03,,"892,130,280",15,"5,979,203",300,"61,200","356,282,880",2019-07-21
285,19083,06,15,17,26,28,31,03,,"926,738,145",10,"6,795,196",118,"190,169","329,029,762",2019-07-18
286,19082,07,16,19,22,24,28,02,,"927,370,251",5,"8,270,886",91,"224,648","328,221,990",2019-07-16
287,19081,05,24,27,29,31,32,10,,"907,395,563",5,"8,910,511",58,"421,391","359,862,504",2019-07-14
288,19080,03,06,08,20,24,32,07,,"878,626,031",7,"6,502,641",80,"164,351","333,601,616",2019-07-11
289,19079,01,03,06,09,19,31,16,,"884,700,186",15,"6,163,816",156,"139,881","324,952,306",2019-07-09
290,19078,01,17,27,29,31,33,12,,"911,692,755",14,"6,369,078",199,"120,396","358,699,764",2019-07-07
291,19077,09,11,13,18,21,22,15,,"928,983,242",1,"10,000,000",118,"221,011","331,156,004",2019-07-04
292,19076,12,15,19,20,29,32,14,,"860,745,165",4,"10,000,000",84,"299,030","327,737,064",2019-07-02
293,19075,05,08,20,22,31,33,03,,"825,389,586",2,"10,000,000",69,"329,031","356,452,390",2019-06-30
294,19074,12,21,27,29,31,33,04,,"777,279,978",4,"10,000,000",51,"558,701","339,313,032",2019-06-27
295,19073,01,02,06,12,16,18,08,,"731,798,593",17,"5,684,254",146,"99,591","334,373,706",2019-06-25
296,19072,02,09,13,15,22,30,15,,"784,809,688",10,"6,995,170",155,"160,900","366,310,328",2019-06-23
297,19071,01,08,19,24,29,30,04,,"779,942,491",22,"5,832,271",371,"61,691","338,921,834",2019-06-20
298,19070,06,15,18,19,24,32,09,,"839,590,047",3,"10,000,000",103,"182,464","335,727,814",2019-06-18
299,19069,06,11,16,19,21,25,01,,"813,208,375",8,"7,285,184",226,"101,114","370,103,190",2019-06-16
300,19068,03,14,20,24,26,33,10,,"802,934,315",6,"8,093,762",64,"362,550","331,635,522",2019-06-13
301,19067,04,06,08,11,30,33,11,,"781,887,228",5,"7,973,990",110,"168,976","330,381,956",2019-06-11
302,19066,01,14,17,20,22,32,04,,"765,994,853",6,"8,522,847",86,"307,225","354,505,682",2019-06-09
303,19065,06,09,11,15,20,26,10,,"737,867,862",10,"6,616,248",317,"63,732","327,400,036",2019-06-06
304,19064,12,20,24,25,30,33,12,,"743,421,022",4,"9,064,360",92,"220,889","331,639,006",2019-06-04
305,19063,01,14,19,22,29,31,16,,"718,713,061",5,"9,289,366",91,"294,599","361,222,550",2019-06-02
306,19062,07,13,16,23,26,30,01,,"684,734,277",7,"8,340,699",161,"181,559","339,468,976",2019-05-30
307,19061,03,17,19,24,27,31,12,,"655,425,812",6,"8,443,688",80,"322,845","335,296,666",2019-05-28
308,19060,03,04,14,20,23,27,01,,"628,604,946",2,"10,000,000",118,"246,389","367,103,342",2019-05-26
309,19059,04,05,07,09,16,18,06,,"561,383,166",2,"10,000,000",125,"162,165","345,567,246",2019-05-23
310,19058,07,08,12,21,23,27,12,,"520,571,254",20,"5,260,714",127,"51,321","339,299,672",2019-05-21
311,19057,04,05,06,08,13,18,16,,"606,231,938",7,"8,216,242",127,"221,591","372,560,948",2019-05-19
312,19056,13,14,17,19,21,29,01,,"579,319,269",1,"10,000,000",78,"245,905","351,267,630",2019-05-16
313,19055,01,06,11,15,19,31,10,,"531,777,347",2,"10,000,000",61,"368,485","350,070,872",2019-05-14
314,19054,07,10,11,15,24,26,11,,"484,344,441",8,"6,741,103",132,"131,901","376,075,414",2019-05-12
315,19053,04,16,22,25,29,31,08,,"486,040,155",12,"5,969,643",109,"133,437","345,533,966",2019-05-09
316,19052,03,06,09,13,16,19,16,,"514,041,918",153,"5,117,604",2295,"9,800","342,251,970",2019-05-07
317,19051,08,09,10,13,15,28,09,,"1,229,559,631",13,"5,503,869",120,"68,232","371,316,762",2019-05-05
318,19050,04,06,10,11,21,23,02,,"1,276,546,288",13,"6,136,790",100,"184,728","311,858,860",2019-05-02
319,19049,03,10,13,22,23,28,15,,"1,300,906,020",9,"6,552,485",205,"85,197","333,775,314",2019-04-30
320,19048,03,07,10,12,18,29,10,,"1,307,482,004",8,"7,251,672",153,"147,168","379,210,874",2019-04-28
321,19047,03,11,18,25,30,33,14,,"1,297,945,208",1,"10,000,000",388,"69,165","349,665,886",2019-04-25
322,19046,02,12,16,22,25,32,06,,"1,227,436,396",17,"5,847,483",132,"136,431","349,236,650",2019-04-23
323,19045,01,06,17,19,27,31,14,,"1,272,816,559",7,"8,172,099",83,"334,408","380,577,960",2019-04-21
324,19044,06,14,16,17,23,29,07,,"1,246,753,637",12,"5,956,414",188,"76,309","350,579,948",2019-04-18
325,19043,01,06,12,13,24,32,13,,"1,275,191,954",2,"10,000,000",99,"249,954","345,296,562",2019-04-16
326,19042,15,17,19,22,25,26,04,,"1,220,955,571",4,"10,000,000",132,"195,373","376,134,240",2019-04-14
327,19041,02,09,13,23,24,26,16,,"1,183,587,505",2,"10,000,000",103,"274,965","347,145,834",2019-04-11
328,19040,05,06,09,18,23,31,11,,"1,118,623,191",8,"6,661,238",159,"104,480","335,974,062",2019-04-09
329,19039,06,07,11,14,27,32,08,,"1,122,075,950",11,"6,258,711",136,"127,259","363,128,750",2019-04-07
330,19038,09,12,21,27,29,30,05,,"1,138,999,919",10,"6,243,868",101,"153,944","335,328,036",2019-04-04
331,19037,01,07,12,14,18,25,10,,"1,154,793,537",12,"6,514,774",213,"106,674","344,923,376",2019-04-02
332,19036,02,10,13,16,23,32,08,,"1,164,805,979",21,"5,000,000",85,"6,000","383,547,756",2019-03-31
333,19035,01,05,07,09,10,20,16,,"1,269,805,979",11,"7,034,000",233,"120,032","354,951,028",2019-03-28
334,19034,09,11,15,22,24,26,03,,"1,263,277,472",10,"6,957,743",103,"237,590","354,652,922",2019-03-26
335,19033,09,15,19,21,23,29,15,,"1,259,439,534",22,"6,000,111",224,"122,781","385,168,218",2019-03-24
336,19032,04,08,09,13,28,33,04,,"1,308,932,812",6,"8,788,636",228,"124,626","353,034,100",2019-03-21
337,19031,03,13,15,18,21,33,16,,"1,276,420,305",5,"9,429,639",119,"232,649","358,344,316",2019-03-19
338,19030,04,05,07,10,12,22,16,,"1,240,512,761",17,"6,202,265",196,"130,347","392,415,448",2019-03-17
339,19029,08,11,17,23,32,33,10,,"1,269,306,832",6,"8,343,406",83,"302,115","358,515,950",2019-03-14
340,19028,04,19,22,26,29,30,11,,"1,244,140,628",11,"6,380,332",165,"115,027","356,878,622",2019-03-12
341,19027,02,06,08,10,11,17,13,,"1,257,385,558",9,"7,407,292",223,"121,444","393,236,612",2019-03-10
342,19026,03,13,15,19,20,27,14,,"1,242,805,065",5,"6,689,534",74,"201,135","345,714,892",2019-03-07
343,19025,15,16,21,27,30,33,04,,"1,246,342,879",5,"9,479,664",74,"378,350","345,714,892",2019-03-05
344,19024,01,08,23,25,28,29,10,,"1,209,747,493",8,"6,940,962",99,"196,056","384,117,562",2019-03-03
345,19023,01,10,14,15,18,31,13,,"1,207,046,316",13,"6,088,193",336,"52,628","353,488,994",2019-02-28
346,19022,03,07,11,21,30,33,07,,"1,233,143,388",19,"5,503,206",169,"70,716","338,829,860",2019-02-26
347,19021,02,05,07,08,20,27,04,,"1,301,850,849",6,"8,810,224",214,"133,535","370,839,306",2019-02-24
348,19020,02,12,13,23,27,28,12,,"1,268,982,145",11,"6,275,977",233,"75,299","330,603,914",2019-02-21
349,19019,03,11,17,18,24,25,06,,"1,285,383,840",24,"5,530,875",268,"59,426","326,400,930",2019-02-19
350,19018,04,11,18,19,26,32,04,,"1,370,346,090",8,"7,473,244",364,"67,946","349,743,310",2019-02-17
351,19017,04,05,24,28,30,33,09,,"1,355,934,705",3,"9,404,407",50,"330,330","312,764,888",2019-02-14
352,19016,05,07,09,11,19,25,05,,"1,334,598,348",11,"6,236,511",157,"108,293","314,659,700",2019-02-12
353,19015,11,15,16,20,24,31,04,,"1,352,193,873",13,"6,477,986",181,"132,692","386,508,326",2019-02-03
354,19014,01,02,03,14,19,33,03,,"1,364,355,844",7,"7,683,510",168,"139,766","327,526,362",2019-01-31
355,19013,05,07,14,16,18,21,01,,"1,347,698,265",4,"10,000,000",77,"363,158","332,648,408",2019-01-29
356,19012,07,10,21,23,31,33,14,,"1,303,808,580",2,"10,000,000",55,"472,600","370,443,836",2019-01-27
357,19011,10,13,19,21,24,30,07,,"1,245,829,570",4,"8,829,188",72,"265,915","340,431,350",2019-01-24
358,19010,02,04,05,08,11,30,02,,"1,223,708,496",15,"5,753,329",178,"79,353","336,769,874",2019-01-22
359,19009,01,07,10,22,31,32,15,,"1,267,633,646",12,"7,191,309",122,"269,423","376,873,348",2019-01-20
360,19008,02,06,09,13,28,32,12,,"1,255,320,435",4,"9,716,477",86,"274,213","342,498,692",2019-01-17
361,19007,06,10,14,15,19,23,15,,"1,223,439,184",9,"7,306,482",198,"131,050","340,543,166",2019-01-15
362,19006,01,05,10,19,26,28,12,,"1,211,353,738",32,"5,514,887",96,"214,536","375,825,296",2019-01-13
363,19005,21,22,26,28,31,32,07,,"1,326,043,660",11,"6,133,650",68,"229,230","343,365,078",2019-01-10
364,19004,08,12,16,19,26,32,03,,"1,346,750,738",8,"7,428,584",222,"109,395","338,080,388",2019-01-08
365,19003,13,17,20,21,22,27,01,,"1,333,321,882",5,"9,635,283",129,"224,577","373,728,002",2019-01-06
366,19002,04,05,06,08,09,18,11,,"1,294,586,730",9,"7,273,230",129,"198,246","345,144,344",2019-01-03
367,19001,06,10,13,15,32,33,15,,"1,283,324,272",14,"6,657,038",147,"197,266","341,453,440",2019-01-01
368,18153,01,07,17,23,25,31,11,,"1,289,528,301",4,"10,000,000",133,"205,313","363,663,410",2018-12-30
369,18152,04,14,16,23,28,29,03,,"1,247,608,325",20,"5,479,653",168,"71,376","342,935,808",2018-12-27
370,18151,05,15,19,25,26,29,15,,"1,321,227,399",4,"9,708,849",203,"115,981","345,353,380",2018-12-25
371,18150,06,08,15,19,20,31,05,,"1,289,430,060",15,"6,255,214",270,"87,167","377,320,206",2018-12-23
372,18149,01,07,08,10,12,24,01,,"1,312,652,452",12,"6,743,951",212,"123,392","353,364,860",2018-12-20
373,18148,03,06,18,19,21,31,01,,"1,315,102,044",11,"6,665,301",210,"109,037","346,743,178",2018-12-18
374,18147,03,15,17,23,27,30,11,,"1,319,726,677",11,"6,875,712",102,"252,853","378,419,434",2018-12-16
375,18146,02,10,11,17,18,29,16,,"1,317,986,374",13,"6,395,974",157,"144,487","345,409,226",2018-12-13
376,18145,03,09,13,22,23,25,06,,"1,333,080,271",21,"5,598,712",172,"91,373","349,376,292",2018-12-11
377,18144,08,13,17,18,20,27,13,,"1,403,504,611",1,"10,000,000",117,"241,814","387,956,028",2018-12-09
378,18143,04,06,15,28,32,33,14,,"1,328,627,871",16,"6,480,336",117,"253,048","373,157,016",2018-12-06
379,18142,05,08,10,11,27,28,11,,"1,343,493,083",16,"5,856,527",242,"70,787","390,581,690",2018-12-04
380,18141,11,14,16,18,24,33,04,,"1,385,805,866",2,"10,000,000",115,"248,604","416,166,816",2018-12-02
381,18140,01,15,20,22,25,28,14,,"1,320,037,180",0,0,103,"318,026","386,006,162",2018-11-29
382,18139,11,18,20,23,31,32,15,,"1,221,766,906",10,"7,121,941",82,"323,466","380,559,364",2018-11-27
383,18138,01,10,25,27,30,32,09,,"1,213,413,511",3,"10,000,000",67,"453,502","412,013,682",2018-11-25
384,18137,03,05,11,15,20,23,09,,"1,152,259,559",10,"6,284,256",141,"113,852","379,485,292",2018-11-22
385,18136,10,12,15,25,26,27,14,,"1,166,942,493",6,"8,548,933",149,"178,637","377,111,910",2018-11-20
386,18135,01,03,06,10,11,29,16,,"1,138,385,085",4,"10,000,000",133,"234,150","406,719,454",2018-11-18
387,18134,03,16,18,31,32,33,12,,"1,084,959,009",11,"6,833,164",297,"84,868","377,767,366",2018-11-15
388,18133,02,04,11,12,18,32,13,,"1,084,505,788",3,"10,000,000",65,"361,738","374,106,026",2018-11-13
389,18132,01,02,09,10,15,22,06,,"1,043,966,776",12,"6,627,168",104,"234,687","408,709,916",2018-11-11
390,18131,21,22,24,31,32,33,01,,"1,050,270,214",2,"10,000,000",125,"244,689","383,809,176",2018-11-08
391,18130,05,12,17,18,24,28,12,,"978,511,798",17,"6,072,806",841,"27,107","374,274,632",2018-11-06
392,18129,02,04,06,16,18,19,16,,"1,013,358,099",7,"8,728,266",117,"278,823","418,290,398",2018-11-04
393,18128,06,07,08,19,22,23,02,,"976,588,973",11,"7,226,364",300,"102,041","388,471,822",2018-11-01
394,18127,02,05,06,07,11,15,12,,"964,241,444",13,"6,414,968",202,"113,827","383,266,268",2018-10-30
395,18126,01,06,08,09,14,22,05,,"978,656,335",8,"7,588,766",138,"187,591","415,778,246",2018-10-28
396,18125,03,10,11,14,15,32,02,,"961,703,467",3,"10,000,000",54,"598,926","391,293,382",2018-10-25
397,18124,09,13,14,19,22,25,02,,"894,677,451",4,"9,291,791",127,"168,968","378,069,006",2018-10-23
398,18123,13,21,24,27,31,32,01,,"867,467,741",6,"9,217,817",115,"275,075","410,429,482",2018-10-21
399,18122,05,07,20,22,30,32,10,,"827,873,755",31,"5,238,879",230,"40,245","327,644,802",2018-10-18
400,18121,06,08,14,19,23,25,11,,"962,509,317",11,"6,468,429",142,"142,189","321,305,376",2018-10-16
401,18120,03,04,18,26,27,33,01,,"973,089,335",5,"9,561,820",185,"154,115","357,215,818",2018-10-14
402,18119,03,13,14,16,25,27,12,,"935,364,310",10,"6,043,410",117,"111,475","328,321,394",2018-10-11
403,18118,08,12,21,22,27,31,09,,"956,670,540",7,"6,907,203",140,"119,200","322,015,414",2018-10-09
404,18117,08,11,15,17,23,25,05,,"954,956,874",6,"7,824,932",189,"112,100","340,052,040",2018-10-07
405,18116,05,14,17,22,23,28,15,,"938,345,496",44,"5,308,473",320,"53,018","281,786,404",2018-10-04
406,18115,01,13,19,24,26,29,11,,"1,121,020,227",1,"10,000,000",52,"243,906","273,986,534",2018-10-02
407,18114,01,07,15,16,20,27,14,,"1,092,970,758",6,"7,981,155",203,"110,141","336,072,030",2018-09-30
408,18113,01,06,09,16,25,26,09,,"1,073,781,687",11,"5,895,165",208,"59,175","314,160,394",2018-09-27
409,18112,05,08,18,25,26,31,04,,"1,101,702,921",11,"6,090,396",154,"97,356","302,328,982",2018-09-25
410,18111,01,07,14,24,25,28,08,,"1,123,718,442",11,"5,565,493",143,"54,374","320,180,512",2018-09-23
411,18110,11,13,16,21,22,23,02,,"1,161,612,266",2,"10,000,000",66,"389,022","307,066,624",2018-09-20
412,18109,10,11,18,23,31,33,15,,"1,104,585,752",4,"8,282,094",69,"237,832","306,989,720",2018-09-18
413,18108,05,13,18,21,26,30,02,,"1,088,482,714",22,"5,859,675",179,"132,073","322,147,946",2018-09-16
414,18107,01,02,05,12,20,22,01,,"1,146,472,338",6,"8,438,555",139,"185,533","317,508,712",2018-09-13
415,18106,04,18,19,24,25,26,10,,"1,119,736,168",4,"8,430,179",125,"137,207","312,096,980",2018-09-11
416,18105,04,05,13,18,19,25,01,,"1,102,004,192",17,"6,257,964",150,"178,211","343,324,268",2018-09-09
417,18104,02,03,06,19,25,29,01,,"1,128,194,345",5,"8,635,318",158,"143,802","312,637,426",2018-09-06
418,18103,02,09,15,22,23,24,16,,"1,103,208,722",7,"7,746,753",111,"216,523","314,574,584",2018-09-04
419,18102,02,06,11,19,21,28,05,,"1,085,333,716",4,"8,922,949",163,"120,335","340,812,198",2018-09-02
420,18101,01,03,14,26,29,33,09,,"1,062,181,270",5,"7,864,370",70,"255,747","308,676,480",2018-08-30
421,18100,02,11,14,15,29,33,02,,"1,047,796,176",3,"10,000,000",91,"234,630","309,533,260",2018-08-28
422,18099,03,07,08,14,25,32,06,,"1,013,742,168",12,"6,102,840",242,"68,357","339,383,254",2018-08-26
423,18098,06,10,11,20,29,32,13,,"1,037,348,433",9,"7,336,982",125,"210,328","314,746,902",2018-08-23
424,18097,01,02,17,20,25,28,13,,"1,024,508,131",1,"10,000,000",38,"607,210","313,501,772",2018-08-21
425,18096,01,05,09,20,28,32,12,,"965,286,126",23,"5,556,088",150,"106,583","338,691,852",2018-08-19
426,18095,10,11,12,21,26,33,09,,"1,045,113,520",4,"8,780,501",87,"217,270","320,539,494",2018-08-16
427,18094,04,07,16,20,24,30,05,,"1,023,528,004",0,0,148,"137,747","314,204,036",2018-08-14
428,18093,04,18,20,21,29,33,07,,"962,368,068",3,"10,000,000",78,"304,804","341,609,166",2018-08-12
429,18092,06,10,16,19,24,33,16,,"921,043,817",1,"10,000,000",95,"269,198","318,819,890",2018-08-09
430,18091,06,11,13,17,25,32,07,,"854,322,188",4,"8,999,907",81,"246,907","315,853,082",2018-08-07
431,18090,01,02,04,10,14,23,07,,"830,323,212",12,"5,776,285",85,"136,991","340,370,390",2018-08-05
432,18089,06,09,12,14,18,27,14,,"864,705,795",5,"9,128,194",172,"150,007","312,432,712",2018-08-02
433,18088,03,05,12,29,30,32,14,,"832,943,120",8,"7,319,478",69,"336,156","315,199,378",2018-07-31
434,18087,01,05,10,16,18,31,03,,"821,914,596",3,"10,000,000",74,"382,259","348,603,358",2018-07-29
435,18086,02,07,17,21,23,26,16,,"767,052,918",18,"5,839,185",109,"173,226","322,631,262",2018-07-26
436,18085,04,10,25,26,30,33,06,,"815,513,264",8,"6,541,028",88,"175,116","322,576,362",2018-07-24
437,18084,05,06,08,12,22,24,03,,"821,610,647",13,"6,216,121",249,"79,365","347,865,554",2018-07-22
438,18083,04,09,18,21,32,33,03,,"843,134,325",11,"6,964,663",126,"214,397","323,565,026",2018-07-19
439,18082,06,12,14,20,22,24,09,,"838,703,256",8,"6,895,145",140,"135,367","319,081,284",2018-07-17
440,18081,01,02,12,16,20,26,03,,"837,010,055",5,"9,113,851",154,"166,958","349,698,540",2018-07-15
441,18080,04,07,13,20,29,33,03,,"805,444,602",6,"8,230,212",128,"189,270","325,310,442",2018-07-12
442,18079,14,15,17,22,24,29,13,,"782,146,094",2,"10,000,000",77,"347,163","327,442,428",2018-07-10
443,18078,03,10,14,17,18,30,12,,"721,951,374",6,"7,550,329",204,"93,762","358,569,878",2018-07-08
444,18077,02,05,09,15,20,24,10,,"709,870,938",7,"7,421,960",109,"194,423","327,832,004",2018-07-05
445,18076,03,07,08,15,29,30,13,,"698,248,210",22,"5,565,528",363,"42,843","327,873,252",2018-07-03
446,18075,07,09,12,13,22,24,11,,"774,033,783",17,"5,972,248",120,"172,168","356,378,720",2018-07-01
447,18074,09,11,14,20,27,30,09,,"813,581,190",9,"6,057,912",120,"99,179","327,800,026",2018-06-28
448,18073,02,09,14,15,16,23,10,,"832,397,856",8,"7,236,302",104,"215,029","329,645,754",2018-06-26
449,18072,11,16,19,22,25,30,08,,"823,199,206",19,"5,128,649",101,"30,251","372,281,494",2018-06-24
